abandon   v.抛弃，放弃=1
ought   v.应该，大概=0
ounce   n.盎司=0
our   pron.我们的=0
ourselves   pron.我们自己=0
out   adv.出外，向外，完=0
outbreak   n.爆发，发作=0
outcome   n.结果=0
outdoor   adj.野外的，露天的=0
outdoors   adv.在外的，在野外的=0
outer   adj.外部的，外面的=0
outermost   adj.最外的=0
outland   n.偏僻地区=0
outlandish   adj.外国的=0
outlaw   n.逃犯，歹徒=0
outlay   n.费用，支出=0
outlet   n.出口，销路=0
outline   n.轮廓，略图，大纲=0
outlook   n.看法，景色，展望=0
output   n.出产，产量=0
outrage   n.暴行=0
outrageous   adj.残暴的=0
outright   adj.公然地，直率地=0
outset   n.开头，起初=0
outside   n.外部 adv.在外面=0
outsider   n.局外人=0
outskirts   n.郊区=0
outstanding   adj.杰出的，未付款的=0
outturn   n.卸货情况=0
outward   adj.,adv.向外(的)=0
oval   adj.椭圆(形)的=0
oven   n.烤炉，锅灶=0
over   prep.在...上方，越过=0
overall   adj.总的，全面的=0
overcast   adj.多云的=0
overcharge   v.,n.多收(的)钱=0
overcoat   n.外套，大衣=0
overcome   v.征服，克服，压倒=0
overestimate   v.估计过高=0
overextend   v.使..承担过多的义务=0
overflow   v.泛滥，溢出，满怀=0
overhead   adv.,adj.头上(的)=0
overhear   v.偶然听到，偷听=0
overjoy   n.使大喜=0
overlap   v.重叠=0
overlapping   adj.相互重叠的=0
overload   v.,n.超载=0
overlook   v.视察，俯瞰，宽容=0
overnight   adv.,adj.终夜(的)=0
overpayment   n.多付的款项=0
overseas   adv.,adj.海外(的)=0
oversight   n.监视，疏忽=0
overtake   v.赶上，压倒=0
overthrow   v.推翻，颠覆=0
overtime   n.超时，加班=0
overwhelm   v.压倒，淹没=0
overwhelming   adj.压倒的=0
owe   v.欠，归功于=0
owing   adj.该付的=0
owl   n.猫头鹰=0
own   adj.自己的 v.拥有=0
owner   n.物主，所有人=0
ownership   n.所有权，所有制=0
ox   n.公牛=0
oxide   n.氧化物=0
oxygen   n.氧，氧化=0
oyster   n.牡蛎，蚝=0
pace   n.步，速度，步调=0
pacific   n.太平洋=0
pack   v.包装，挤满 n.背包=0
package   n.包裹 v.打包=0
packaging   n.包装=0
packet   n.一盒，小件包裹=0
packing   n.装箱，收拾行李=0
pad   n.垫，便笺本=0
page   n.(书)页=0
pail   n.提桶=0
pain   n.疼痛，悲痛 v.作痛=0
painful   adj.痛苦的=0
paint   n.涂料，油漆 v.刷漆=0
painter   n.画家，油漆匠=0
painting   n.画，绘画(艺术)=0
pair   n.对，双，夫妇=0
palace   n.宫殿=0
pale   adj.苍白的，淡的=0
palm   n.手掌，掌心，棕榈树=0
pamphlet   n.小册子=0
pan   n.平底锅=0
panda   n.熊猫=0
pane   n.窗(门)玻璃=0
panel   n.镶板，仪表盘，小组=0
panic   n.,v.恐慌，惊慌=0
panorama   n.全景=0
panoramic   adj.全景的=0
pant   n.,v.喘气=0
panther   n.豹，美洲豹=0
pantry   n.配膳室，食品室=0
pants   n.长裤，衬裤=0
paper   n.纸，报纸，文件=0
papercut   n.剪纸，刻纸=0
papercutting   n.剪纸艺术=0
papers   n.文件，证书=0
par   n.(跟)原价相等=0
parachute   n.降落伞=0
parade   n.,v.游行=0
paradise   n.天堂，天国=0
paragraph   n.段落，节=0
parallel   adj.平行的，类似的=0
paralyse   v.使麻痹，惊呆=0
parameter   n.参数，参量=0
parasite   n.寄生虫，寄生物=0
parcel   n.包裹，邮包=0
pardon   n.,v.原谅，赦免=0
parent   n.父或母亲，母体=0
paris   n.巴黎=0
parish   n.教区=0
park   n.公园 v.停放车辆=0
parking   n.停放车辆=0
parliament   n.议会，国会=0
parlimental   adj.国会的，议会的=0
parlor   n.客厅=0
parrot   n.鹦鹉=0
part   n.部分，零件，角色=0
partial   adj.局部的，偏颇的=0
partially   adv.局部地，部分地=0
participant   n.参加者，参与者=0
participate   v.参与，分享=0
participation   n.参加，参与=0
particle   n.颗粒，微粒，虚词=0
particular   adj.特殊的 n.项目=0
particularly   adv.特别地=0
partition   v.,n.划分，隔开=0
partly   adv.部分地=0
partner   n.伙伴，合伙人，搭档=0
partnership   n.伙伴关系，合伙=0
part-time   adj.计时(干活)的=0
party   n.聚会，政党，一方=0
pass   v.经过，传给 n.关口=0
passable   adj.过得去的=0
passage   n.一段，通过，通道=0
passenger   n.旅客，乘客=0
passion   n.激情，热衷=0
passionate   adj.多情的，热烈的=0
passive   adj.被动的，消极的=0
passport   n.护照=0
past   adj.过去的 n.过去=0
past-due   adj.过期的=0
paste   n.浆糊，糊状物=0
pastime   n.消谴，娱乐=0
pasture   n.牧场=0
pat   n.,v.轻拍，抚摸=0
patch   n.补丁，眼罩=0
patent   n.专利权，专利证=0
path   n.小径，路线=0
pathetic   adj.凄婉动人的=0
patience   n.耐心，忍耐力=0
patient   adj.耐心的 n.病人=0
patriot   n.爱国者=0
patriotic   adj.爱国的=0
patriotism   n.爱国主义=0
patrol   v.巡逻 n.巡逻队=0
patron   n.赞助人，保护人=0
patronage   n.保护人身分=0
pattern   n.模式，式样，图案=0
pause   v.,n.暂停，中止=0
pave   v.铺路，为..铺平道路=0
pavement   n.人行道=0
paw   n.脚瓜=0
pawn   v.产卵=0
pay   v.支付 n.工资=0
payable   adj.支付给...的=0
payment   n.支付，付款=0
pea   n.豌豆=0
peace   n.和平，平静，和约=0
peaceful   adj.和平的，平静的=0
peach   n.桃子=0
peacock   n.孔雀=0
peak   n.顶点，巅，山峰=0
peanut   n.花生=0
pear   n.梨=0
pearl   n.珍珠=0
peasant   n.农民=0
peasantry   n.农民(总称)=0
pebble   n.鹅卵石=0
peck   v.啄=0
peculiar   adj.古怪的，独特的=0
peculiarity   n.特性，怪癖=0
pedal   n.踏板 v.骑车=0
pedestrian   n.行人=0
pedlar   n.小贩=0
peel   n.果皮 v.削、剥皮=0
peep   v.偷看，窥视=0
peer   n.同行 v.盯，凝视=0
peg   n.桩 v.(汇率)钉住=0
pen   n.钢笔，栏，圈=0
penalty   n.刑罚，处罚，罚款=0
pencil   n.铅笔=0
pending   adj.未决的，紧迫的=0
penetrate   v.贯穿，穿透，弥漫=0
penetration   n.贯穿，洞察力=0
penicillin   n.青霉素，盘尼西林=0
peninsular   n.半岛=0
penny   n.便士=0
pension   n.养老金，年金=0
people   n.人们，人民，人员=0
pepper   n.胡椒=0
per   prep.每，由，按照=0
perceive   v.知觉，觉察，领悟=0
percent   n.每百，百分之=0
percentage   n.百分率=0
perception   n.感觉，理解力=0
perch   v.栖息=0
perfect   adj.完美的，完备的=0
perfection   n.完成，完善=0
perfectly   adv.完全地，完美地=0
perform   v.执行，表演=0
performance   n.执行，演出=0
performer   n.执行者，表演者=0
perfume   n.香味，香水=0
perhaps   adv.也许，多半=0
peril   n.危难，巨大危险=0
perimeter   n.周长=0
period   n.时期，句号=0
periodic   adj.周期的，定时的=0
periodical   n.期刊=0
peripheral   adj.边缘的，周边的=0
perish   v.死亡，枯萎=0
permanence   n.永久，持久=0
permanent   n.永久性的，持久的=0
permanently   adv.永久地=0
permission   n.允许，许可=0
permissive   adj.允许的，许可的=0
permit   v.允许 n.许可证=0
perpendicular   adj.垂直的=0
perpetual   adj.永久的，永恒的=0
perplex   v.迷惑，难住=0
persecute   v.迫害=0
persecution   n.迫害=0
persevere   v.坚持=0
perseverance   n.坚持=0
persist   v.坚持，固执，持续=0
persistence   n.坚持，持续=0
person   n.人，人称，身体=0
personal   adj.私人的，个人的=0
personality   n.人格，个性，人物=0
personally   adv.亲自，就个人而言=0
personnel   n.全体人员，人事部门=0
perspective   n.展望，观点，透视=0
persuade   v.说服，劝导=0
persuasion   n.说服，信念=0
pertain   v.属于=0
pertinence   n.中肯=0
pertinent   adj.中肯的，恰当的=0
perturb   v.扰乱=0
perturbed   adj.烦燥不安的=0
perusal   n.细读=0
peruse   v.仔细阅读，审查=0
pessimist   n.悲观(主义)=0
pessimistic   adj.悲观的=0
pest   n.害虫=0
pet   n.爱畜，宠儿=0
petition   v.,n.请愿(书)=0
petrol   n.石油，汽油=0
petroleum   n.石油=0
petty   adj.细小的，不重要的=0
phase   n.阶段，时期，侧面=0
phenomenon   n.现象，非凡的人=0
philosopher   n.哲学家=0
philosophical   adj.哲学上的=0
philosophy   n.哲学，基本原则=0
phone   n.电话 v.打电话=0
phonetics   n.语音学=0
photo   n.照片=0
photograph   n.照片 v.拍照=0
photographer   n.摄影师=0
photography   n.摄影术=0
photostatic   adj.静电复印的=0
phrase   n.词组，短语=0
physical   adj.身体的，物质的=0
physically   adv.物质上，身体上=0
physician   n.内科医生=0
physicist   n.物理学家=0
physics   n.物理学=0
pianist   n.钢琴家=0
piano   n.钢琴=0
pick   v.拣，采 n.精华，镐=0
pickle   n.腌渍品，泡菜=0
pickpocket   n.扒手，小偷=0
picnic   n.,v.郊游，野餐=0
pictorial   n.画报=0
picture   n.图片，画，照片=0
picturesque   adj.风景如画的=0
pie   n.馅饼=0
piece   n.件，片段，张=0
pier   n.码头，栈桥=0
pig   n.猪=0
pigeon   n.鸽子=0
pigment   n.色料=0
pile   n.堆 v.堆积=0
pilferage   v.偷窃=0
pilgrim   n.香客，朝圣者=0
pilgrimage   n.朝圣=0
pill   n.药片，药丸=0
pillar   n.柱子=0
pillow   n.枕头=0
pilot   n.飞行员，领航员=0
pin   n.别针，发卡 v.别住=0
pinch   v.捏，掐，挤痛=0
pine   n.松树=0
pineapple   n.菠萝=0
pink   adj.,n.桃色，粉红色=0
pint   n.品脱(容量单位)=0
pioneer   n.先驱者 v.倡导=0
pioneering   n.先驱的=0
pious   adj.虔诚的=0
pipe   n.管子，烟斗=0
pipeline   n.管道，管线=0
pirate   n.海盗 adj.盗版的=0
pistol   n.手枪=0
piston   n.活塞=0
pit   n.坑，洼，煤矿，桃核=0
pitch   v.搭帐篷，投掷=0
pitcher   n.水罐=0
pity   n.怜悯，惋惜，憾事=0
place   n.地方，位置 v.放置=0
plague   n.瘟疫=0
plain   adj.明白的，朴素的=0
plan   n.计划,平面图 v.打算=0
plane   n.水平，平面，飞机=0
planet   n.行星=0
plant   n.植物，工厂 v.栽培=0
plantation   n.种植园=0
plaster   n.灰泥 v.粘贴=0
plastic   n.塑料 adj.可塑的=0
plastics   n.塑料(制品)=0
plate   n.盘子，金属牌=0
plateau   n.高原，高地=0
platform   n.讲台，站台，政纲=0
platinum   n.白金=0
play   v.玩，扮演，演奏=0
player   n.选手，演奏者=0
playground   n.运动场，操场=0
playmate   n.游伴=0
playwright   n.剧作家=0
plea   n.请求，恳求，辩解=0
plead   v.恳求，辩解=0
pleasant   adj.令人愉快的=0
please   v.使高兴，喜欢，请=0
pleased   adj.高兴的，乐意的=0
pleasure   n.快乐，乐事，乐趣=0
pledge   n.暂约，抵押 v.保证=0
plenary   adj.完全的=0
plentiful   adj.大量的，丰富的=0
plenty   n.大量，丰富=0
plight   n.保证，困境=0
plot   n.阴谋，情节 v.密谋=0
plough   n.,v.犁=0
pluck   v.拔，摘 n.勇气=0
plug   n.塞子，插头 v.堵住=0
plumb   v.测锤，垂直=0
plumber   n.管子工=0
plume   n.羽毛，羽饰=0
plump   adj.丰满的=0
plunder   v.,n.掠夺，抢劫=0
plunge   v.插进，跳入=0
plural   adj.复数的=0
plus   prep.加 n.加号，正号=0
ply   v.出力，努力从事=0
p.m.   (缩)下午=0
pneumatic   adj.气体的，空气的=0
pneumonia   n.风湿病=0
pocket   n.衣袋 adj.袖珍的=0
poem   n.诗歌=0
poet   n.诗人=0
poetry   n.诗，诗意，诗艺=0
point   n.尖，点，分 v.指=0
pointed   adj.尖的=0
poison   n.毒，毒药 v.放毒=0
poisonous   adj.有毒的=0
poke   v.戳，刺=0
poker   n.扑克=0
polar   adj.极的=0
polarity   n.极性，极端=0
pole   n.柱，杆，极=0
police   n.警察(局)=0
policeman   n.警察=0
policy   n.政策，方针，保险单=0
polish   v.擦亮，磨光，润色=0
polite   adj.有礼貌的，客气的=0
politeness   n.礼貌，客气=0
political   adj.政治的=0
politician   n.政治家，政客=0
politics   n.政治学，政治活动=0
poll   n.选举投票，民意测验=0
pollute   v.污染，弄脏=0
pollution   n.污染=0
polymer   n.聚合物=0
pond   n.池塘=0
ponder   v.考虑，沉思=0
pony   n.小马=0
pool   n.水塘，游泳池=0
poor   adj.穷的，差的=0
pop   v.,n.砰的一声，爆裂=0
popcorn   n.爆米花=0
pope   n.教皇=0
popular   adj.受欢迎的=0
popularity   n.名望，知名=0
popularize   v.普及，宣传=0
population   n.人口=0
porcelain   n.瓷，瓷器=0
porch   n.门廊=0
pore   n.毛孔=0
pork   n.猪肉=0
porridge   n.粥，麦片粥=0
port   n.港口，港=0
portable   adj.手提的，经便的=0
porter   n.搬运工=0
portion   n.一份，部分=0
portrait   n.肖像，画像，描写=0
portray   v.描写，给...画像=0
portugal   n.葡萄牙=0
portuguese   n.,adj.葡萄牙人(的)=0
pose   v.作姿态，提供考虑=0
position   n.位置，地位，处境=0
positive   adj.明确的，肯定的=0
positively   adv.断言地，绝对地=0
possess   v.占有，拥有，控制=0
possession   n.所有，财产=0
possessive   adj.所有(格)的=0
possibility   n.可能性=0
possible   adj.可能的=0
possibly   adv.可能，或许=0
post   n.柱，职位 v.邮寄=0
postage   n.邮资=0
postal   adj.邮政的=0
postcard   n.明信片=0
posterity   n.子孙，后代=0
postman   n.邮递员=0
post-office   n.邮局=0
postpone   v.推迟，延迟=0
postponement   n.推迟=0
postulate   v.假定，主张=0
pot   n.罐，壶，锅=0
potato   n.马铃薯，土豆=0
potent   adj.有效的=0
potential   adj.潜在的 n.潜力=0
potentiality   n.潜在性=0
poultry   n.家禽=0
pound   n.英镑，磅 v.重击=0
pour   v.注，灌，倒，涌出=0
poverty   n.贫穷，缺乏=0
powder   n.粉末=0
power   n.力，动力，权力=0
powerful   adj.有力的，强的=0
practicable   adj.可行的=0
practical   adj.实用的，可行的=0
practically   adj.实际地，几乎=0
practice   n.练习，习惯，实施=0
practise   v.练习，习惯于做=0
prairie   n.大草原=0
praise   v.,n.赞美，称颂=0
pray   v.祈祷=0
prayer   v.祷告，祷文=0
preach   v.说教，鼓吹，布道=0
preacher   n.鼓吹者，宣教士=0
precaution   n.预防，防备=0
precede   v.在前，高于=0
precedence   n.领先，优先权=0
precedent   n.先例，惯例=0
preceding   adj.前面的，上述的=0
precious   adj.宝贵的，珍爱的=0
precise   adj.精确的，严格的=0
precisely   adv.精确地=0
precision   n.精确，精度=0
predecessor   n.前任，原有物=0
predict   v.预言=0
prediction   n.预言，预报=0
predominance   n.优越，杰出=0
predominant   adj.主要的，有势力的=0
preface   n.序言，开场白=0
prefer   v.较喜欢，宁愿=0
preferable   adj.更喜爱的=0
preferably   adv.更好地=0
preference   n.偏爱(之物)=0
preferential   adj.优惠的=0
prefix   n.前缀=0
pregnancy   n.怀孕=0
pregnant   adj.怀孕的=0
prejudice   n.偏见，成见=0
preliminary   adj.初步的，预备的=0
prelude   n.序言，前兆，序曲=0
premature   adj.早熟的=0
premier   n.首相，总理=0
premises   n.建筑物=0
premium   n.津贴=0
preoccupy   v.使迷住，专心于=0
preparation   n.准备，预备=0
prepare   v.准备，配制=0
prepared   adj.准备好的，预制的=0
preposition   n.介词=0
prescribe   v.命令，规定，开处方=0
prescribed   adj.规定的=0
prescription   n.药方=0
presence   n.出席，在场=0
present   adj.在场的 n.现在=0
presentation   n.提出，演出=0
presently   adv.不久，目前=0
preservation   n.保藏，保存=0
preserve   v.保护，保藏，保持=0
preset   v.预先安排=0
preside   v.主持=0
president   n.总统，总经理，校长=0
presidential   adj.总统的=0
press   v.压，榨，按 n.印刷=0
pressing   adj.急迫的=0
pressure   n.压力，繁忙，紧迫=0
prestige   n.威望，声望=0
presumably   adv.也许，大概=0
presume   v.假定，推测=0
pretend   v.假装，佯称=0
pretense   n.借口=0
pretentious   adj.自负的，虚伪的=0
pretty   adj.精致的，漂亮的=0
prevail   v.获胜，流行=0
prevailing   adj.占上风的=0
prevalence   n.流行=0
prevalent   adj.流行的，普遍的=0
prevent   v.防止，阻碍=0
prevention   n.防止，预防=0
previous   adj.早先的，先前的=0
previously   adv.预先，先前=0
prey   n.猎物，牺牲品=0
price   n.价格，代价 v.定价=0
price-list   n.价格表=0
pricing   n.定价=0
prick   v.刺穿 n.刺痛=0
pride   n.骄傲，自豪，自负=0
priest   n.教士，神父=0
primarily   adv.首要地，主要地=0
primary   adj.首要的，初级的=0
prime   adj.首要的，第一的=0
primitive   adj.原始的，简朴的=0
prince   n.王子，诸侯=0
princess   n.公主，王妃=0
principal   adj.重要的，主要的=0
principally   adv.主要地=0
principle   n.原则，原理，主义=0
print   v.印刷，出版 n.字体=0
printer   n.印刷者=0
prior   adj.较早的，在前的=0
priority   n.优先，居先=0
prism   n.棱镜=0
prison   n.监狱，牢房=0
prisoner   n.囚犯=0
privacy   n.私事，隐私=0
private   adj.私人的，秘密的=0
privilege   n.特权 v.给特权=0
privileged   adj.有特权的=0
